ID,Site name,Longitude,Latitude,Altitude,Pinus
7596,Lu_Gahai6,102.18 ,34.21 ,3610,8.4639 
7597,Lu_Gahai7,102.18 ,34.14 ,3440,5.0000 
7598,Lu_Zoige8,102.44 ,34.01 ,3600,86.4553 
7599,Lu_Zoige9,102.29 ,33.43 ,3440,31.6929 
7600,Lu_Zoige10,102.21 ,33.51 ,3438,49.6689 
7601,Lu_Zechashan11,102.24 ,34.36 ,3400,1.9090 
7602,Lu_Zechashan12,102.23 ,34.36 ,3500,35.4251 
7603,Lu_Gahai13,102.18 ,34.14 ,3440,18.8073 
7604,Lu_Dalijashan14,102.50 ,35.34 ,2760,1.0753 
7605,Lu_Dalijashan15,102.47 ,35.34 ,3064,5.3763 
7606,Lu_Dalijashan16,102.44 ,35.34 ,3612,4.6948 
7607,Lu_Xining17,101.13 ,36.35 ,2732,1.9231 
7608,Lu_Ryueshan18,101.06 ,36.25 ,3440,2.1053 
7609,Lu_Ryueshan19,101.01 ,36.24 ,3361,5.7692 
7610,Lu_Qinhaihu20,100.27 ,36.35 ,3207,1.6260 
7611,Lu_Qinhaihu21,100.06 ,36.38 ,3250,0.7500 
7612,Lu_Xiangpishan22,99.36 ,36.45 ,3817,0.0000 
7613,Lu_Chaidamu23,99.17 ,36.42 ,3100,1.6502 
7614,Lu_Chaidamu24,98.53 ,36.43 ,3150,0.0000 
7615,Lu_Dulan25,98.10 ,36.11 ,3360,0.0000 
7616,Lu_Dulan26,98.03 ,36.03 ,3290,0.0000 
7617,Lu_Keligaoshan27,97.33 ,36.00 ,3110,0.8393 
7618,Lu_Geermu28,95.05 ,36.21 ,2817,0.9772 
7619,Lu_Geermu29,94.49 ,36.04 ,3184,0.0000 
7620,Lu_Xidatan30,94.19 ,35.46 ,4090,0.0000 
7621,Lu_Kunlunshan31,94.03 ,35.40 ,4690,0.0000 
7622,Lu_Budongquan32,93.52 ,35.31 ,4672,0.1715 
7623,Lu_pond33,93.52 ,35.31 ,4662,0.9761 
7624,Lu_Wudaoliang34,93.09 ,35.15 ,4676,1.6949 
7625,Lu_Wudaoliang35,92.48 ,34.37 ,4758,5.9524 
7626,Lu_Tuotuohe36,92.26 ,34.13 ,4570,22.5000 
7627,Lu_Guorencu37,92.24 ,34.34 ,4668,2.2814 
7628,Lu_lake38,92.27 ,34.35 ,4650,0.0000 
7629,Lu_Tuotuohe39,92.26 ,34.13 ,4560,2.6008 
7630,Lu_Yanshiping40,92.04 ,33.35 ,4700,8.0808 
7631,Lu_Tanggulashanke41,91.51 ,33.13 ,5121,4.0189 
7632,Lu_Tanggulashanke42,91.55 ,32.53 ,5231,23.5023 
7633,Lu_Cuona43,91.23 ,32.04 ,4772,15.7804 
7634,Lu_Bangeqiao44,91.24 ,31.24 ,4700,7.6503 
7635,Lu_Nianqintanggula45,91.32 ,30.37 ,4654,4.0123 
7636,Lu_Dangxiong46,91.24 ,30.32 ,4440,0.4444 
7637,Lu_Nianqintanggula47,91.07 ,30.33 ,4443,1.2195 
7638,Lu_Nianqintanggula48,91.06 ,30.35 ,4463,7.8947 
7639,Lu_Nianqintanggula49,91.06 ,30.36 ,4625,59.5588 
7640,Lu_Nianqintanggula50,91.06 ,30.37 ,4870,12.5806 
7641,Lu_Nianqintanggula51,91.05 ,30.40 ,5000,6.0932 
7642,Lu_Nianqintanggula52,91.06 ,30.41 ,5152,10.7570 
7643,Lu_Yangbajing53,90.59 ,30.25 ,4219,1.9391 
7644,Lu_Yangbajing54,90.33 ,30.05 ,4323,0.1368 
7645,Lu_Budalagong55,91.15 ,29.40 ,3000,9.7179 
7646,Lu_Nuomuhong56,96.25 ,36.23 ,2940,0.0000 
7647,Lu_Nuomuhong57,96.10 ,36.22 ,2763,0.4292 
7648,Lu_pond58,91.57 ,32.54 ,5180,0.6954 
7649,Lu_Pond59,92.15 ,31.36 ,4580,1.6304 
7650,Lu_pond60,91.52 ,31.19 ,4510,4.7101 
7651,Lu_Yanshiping62,92.04 ,33.35 ,4700,8.0808 
7652,Lu_small lake63,92.57 ,34.57 ,4657,6.3037 
7653,Lu_small lake64,92.57 ,34.57 ,4657,5.4286 
7654,Lu_small lake65,92.36 ,34.22 ,4680,6.1508 
7655,Lu_small lake66,92.27 ,34.14 ,4532,1.2552 
7656,Lu_67,91.23 ,32.04 ,4772,9.2784 
7657,Lu_lake68,90.56 ,32.01 ,4560,3.5714 
7658,Lu_Pond69,90.57 ,32.00 ,4570,4.2424 
7659,Lu_70,90.56 ,32.00 ,4556,14.4615 
7660,Lu_Pond71,90.57 ,32.01 ,4580,20.8531 
7661,Lu_Pond72,90.56 ,32.00 ,4576,4.7619 
7662,Lu_Pond73,90.56 ,32.00 ,4575,3.4707 
7663,Lu_74,90.56 ,32.00 ,4556,0.8811 
7664,Lu_small lake75,92.43 ,34.28 ,4632,3.8817 
7665,Lu_pond76,91.52 ,32.41 ,5010,0.9494 
7666,Lu_lake77,92.23 ,34.37 ,4650,2.5890 
7667,Lu_lake78,92.24 ,34.36 ,4650,3.1847 
7668,Lu_lake80,100.44 ,36.33 ,3000,0.1321 
7669,Lu_Lagoon81,90.51 ,30.40 ,4710,10.2326 
7670,Lu_Cuona82,91.26 ,32.03 ,4588,2.8846 
7671,Lu_Cuyama83,91.27 ,32.09 ,4600,1.2422 
7672,Lu_Lagoon84,90.51 ,30.40 ,4710,7.7778 
7673,Lu_Lagoon85,90.51 ,30.40 ,4712,2.5641 
7674,Lu_Pond86,90.51 ,30.40 ,4718,0.0000 
7675,Lu_lake87,90.52 ,30.42 ,4710,3.1646 
7676,WangZhiYing01,102.14 ,37.01 ,3099,3.0612 
7677,WangZhiYing06,101.85 ,37.29 ,2798,0.0000 
7678,WangZhiYing07,101.87 ,37.32 ,2677,0.0000 
7679,WangZhiYing09,102.15 ,37.17 ,2604,0.9479 
7680,WangZhiYing11,102.28 ,37.03 ,2719,1.5873 
7681,WangZhiYing12,101.18 ,36.72 ,2707,0.0000 
7682,WangZhiYing17,99.59 ,37.14 ,3248,0.0000 
7683,WangZhiYing18,99.59 ,37.14 ,3235,0.0000 
7684,WangZhiYing20,98.89 ,37.19 ,3695,0.0000 
7685,WangZhiYing21,98.88 ,37.05 ,3403,0.0000 
7686,WangZhiYing22,98.26 ,36.96 ,2942,0.6410 
7687,WangZhiYing23,98.19 ,37.00 ,2969,0.0000 
7688,WangZhiYing24,97.74 ,37.07 ,2900,0.0000 
7689,WangZhiYing25A,97.58 ,37.14 ,2841,0.0000 
7690,WangZhiYing25B,97.58 ,37.14 ,2844,0.0000 
7691,WangZhiYing27,97.49 ,37.25 ,2870,0.0000 
7692,WangZhiYing28,97.25 ,37.34 ,2931,0.0000 
7693,WangZhiYing29,96.77 ,37.36 ,2875,0.0000 
7694,WangZhiYing30,96.48 ,37.41 ,3230,0.0000 
7695,WangZhiYing31,96.25 ,37.44 ,3734,0.0000 
7696,WangZhiYing32,95.96 ,37.49 ,3342,0.0000 
7697,WangZhiYing33,95.59 ,37.60 ,3291,0.0000 
7698,WangZhiYing34,95.40 ,37.78 ,3322,0.0000 
7699,WangZhiYing35,95.36 ,37.84 ,3171,0.0000 
7700,WangZhiYing36,95.02 ,38.03 ,3202,0.0000 
7701,WangZhiYing37,94.88 ,38.04 ,3134,0.0000 
7702,WangZhiYing40,95.20 ,37.91 ,3171,0.4695 
7703,s21,97.61 ,34.62 ,4454,0.1825 
7704,s14,97.85 ,34.55 ,4388,0.1786 
7705,s442,94.66 ,34.95 ,4420,0.0000 
7706,s121,99.13 ,33.68 ,4266,0.0000 
7707,s357,94.49 ,32.43 ,4787,0.0000 
7708,s66,98.91 ,34.20 ,4202,0.0000 
7709,s377,92.85 ,32.28 ,4749,0.0000 
7710,s126,98.95 ,33.67 ,4297,0.1795 
7711,s72,99.49 ,33.95 ,4048,0.0000 
7712,s54,98.61 ,34.71 ,4245,0.1887 
7713,s436,93.32 ,35.32 ,4531,0.1869 
7714,s59,98.83 ,34.52 ,4190,0.4914 
7715,s58,98.83 ,34.58 ,4213,0.0000 
7716,s27,97.49 ,34.40 ,4501,0.1862 
7717,s52,98.53 ,34.72 ,4265,0.3591 
7718,s16,97.77 ,34.53 ,4443,0.0000 
7719,s75,99.34 ,34.13 ,4390,0.4983 
7720,s26,97.55 ,34.37 ,4491,0.7030 
7721,s105,99.79 ,33.65 ,3998,0.6483 
7722,s62,98.98 ,34.40 ,4302,0.1721 
7723,s29,97.42 ,34.49 ,4545,0.5435 
7724,s99,99.61 ,33.10 ,4413,0.1923 
7725,s160,98.56 ,33.08 ,4076,0.1669 
7726,s123,98.89 ,33.70 ,4305,0.1704 
7727,s18,97.61 ,34.66 ,4422,0.1776 
7728,s98,99.63 ,33.20 ,4308,0.0000 
7729,s128,98.77 ,33.45 ,4568,0.0000 
7730,s76,99.25 ,34.20 ,4260,0.3697 
7731,s15,97.78 ,34.54 ,4482,0.5803 
7732,s169,98.38 ,33.33 ,4417,0.5495 
7733,s73,99.43 ,34.02 ,4137,0.3578 
7734,s100,99.60 ,33.09 ,4478,0.1733 
7735,s33,97.32 ,34.60 ,4469,0.5464 
7736,s53,98.56 ,34.75 ,4299,0.3724 
7737,s30,97.39 ,34.55 ,4541,0.0000 
7738,s97,99.57 ,33.33 ,4221,0.1558 
7739,s102,99.49 ,33.42 ,4152,0.1767 
7740,s127,98.86 ,33.55 ,4441,0.1842 
7741,s383,91.81 ,32.27 ,4653,0.1938 
7742,s344,95.20 ,31.59 ,3907,1.7078 
7743,s410,91.80 ,32.44 ,4756,0.3745 
7744,s28,97.49 ,34.47 ,4470,0.5146 
7745,s379,92.28 ,32.13 ,4633,0.0000 
7746,s381,92.19 ,32.33 ,4857,0.1905 
7747,s378,92.53 ,32.20 ,4494,0.1949 
7748,s432,92.75 ,34.60 ,4664,0.1684 
7749,s439,93.83 ,35.52 ,4573,0.1745 
7750,s440,94.34 ,35.03 ,4388,1.1091 
7751,s350,94.49 ,31.74 ,4450,1.2987 
7752,s441,94.50 ,35.00 ,4370,0.4732 
7753,s434,92.94 ,34.91 ,4561,0.0000 
7754,s417,92.24 ,33.77 ,4639,1.0274 
7755,s101,99.58 ,32.99 ,4295,0.4451 
7756,s65,98.89 ,34.26 ,4224,0.1672 
7757,s358,94.49 ,32.41 ,4788,0.1575 
7758,s431,92.60 ,34.38 ,4634,0.3096 
7759,s435,93.03 ,35.16 ,4686,0.1529 
7760,s382,92.22 ,32.35 ,4844,0.5199 
7761,s415,91.91 ,33.14 ,4885,0.1618 
7762,s438,93.61 ,35.44 ,4461,0.6270 
7763,s412,91.86 ,32.57 ,5099,0.1616 
7764,s380,92.14 ,32.28 ,4780,0.0000 
7765,s374,93.20 ,32.40 ,4410,0.1435 
7766,s420,92.67 ,34.28 ,4436,1.5066 
7767,s414,91.92 ,32.90 ,5168,0.2933 
7768,s10,98.51 ,34.78 ,4288,0.5329 
7769,s42,98.05 ,35.03 ,4248,0.0000 
7770,s55,98.70 ,34.68 ,4230,0.0000 
7771,s208,97.18 ,34.23 ,4529,0.3252 
7772,s133,98.05 ,32.68 ,4692,0.3226 
7773,s429,93.01 ,34.16 ,4500,0.3396 
7774,s207,97.20 ,34.15 ,4516,0.1647 
7775,s186,97.99 ,33.27 ,4078,0.0000 
7776,s413,91.87 ,32.67 ,4978,0.3623 
7777,s200,97.59 ,33.37 ,4175,0.1748 
7778,s209,97.04 ,34.42 ,4451,0.0000 
7779,s185,97.95 ,33.15 ,4105,0.3268 
7780,s210,96.83 ,34.42 ,4511,0.3460 
7781,s143,98.91 ,32.76 ,3847,0.7519 
7782,s188,97.89 ,33.32 ,4088,0.1626 
7783,s189,97.80 ,33.42 ,4132,0.1821 
7784,s205,97.27 ,33.90 ,4431,0.5093 
7785,s147,98.65 ,32.72 ,4047,0.3195 
7786,s187,98.01 ,33.41 ,4153,0.3656 
7787,s212,96.74 ,34.34 ,4570,0.1754 
7788,s248,95.60 ,34.16 ,4201,0.1464 
7789,s241,95.15 ,34.09 ,4677,0.5102 
7790,s206,97.21 ,34.04 ,4531,0.0000 
7791,s268,96.39 ,32.48 ,3884,0.6908 
7792,s433,92.88 ,34.63 ,4774,0.0000 
7793,s56,98.82 ,34.68 ,4267,0.0000 
7794,s437,93.32 ,35.33 ,4534,0.0000 
7795,s430,92.86 ,34.22 ,4527,0.1901 
7796,s244,95.09 ,34.37 ,4463,0.1692 
7797,s310,97.82 ,31.69 ,4050,1.7628 
7798,s136,98.54 ,32.82 ,3936,1.1457 
7799,s259,96.49 ,33.22 ,4212,0.0000 
7800,s204,97.14 ,33.82 ,4369,0.0000 
7801,s267,96.47 ,32.55 ,4257,0.5310 
7802,s227,96.19 ,34.78 ,4547,0.0000 
7803,s230,95.77 ,34.50 ,4327,1.0033 
7804,s211,96.75 ,34.42 ,4550,0.5199 
7805,s281,97.22 ,32.72 ,4109,0.1587 
7806,s282,97.20 ,32.63 ,4338,1.5929 
7807,s303,97.43 ,32.05 ,3717,0.7924 
7808,s240,95.22 ,34.04 ,4602,0.1730 
7809,s307,97.52 ,32.15 ,3915,0.5042 
7810,s263,96.96 ,32.86 ,3969,0.0000 
7811,s229,96.25 ,34.88 ,4503,0.1555 
7812,s258,96.22 ,33.38 ,4572,0.0000 
7813,s213,96.74 ,34.23 ,4439,0.0000 
7814,s304,97.54 ,32.01 ,3775,0.3460 
7815,s265,96.67 ,32.84 ,4266,0.4910 
7816,s242,95.03 ,34.15 ,4631,0.0000 
7817,s228,96.23 ,34.84 ,4517,0.3096 
7818,s237,95.33 ,33.87 ,4436,0.1639 
7819,s223,95.84 ,34.53 ,4386,0.0000 
7820,s224,95.84 ,34.61 ,4422,0.0000 
7821,TP2018072403,98.77 ,33.45 ,4574,6.3197 
7822,TP2018081704,94.34 ,35.77 ,4070,0.1916 
7823,TP2018080203,95.79 ,34.21 ,4440,2.1782 
7824,TP2018081701,92.89 ,34.64 ,4699,2.5723 
7825,TP2018081001,96.50 ,31.12 ,4454,21.0131 
7826,TP2018081702,93.32 ,35.33 ,4527,0.9542 
7827,TP2018080102,95.97 ,34.57 ,4489,0.3937 
7828,TP2018081501,91.83 ,32.48 ,4802,0.5671 
7829,TP2018073103,96.32 ,34.01 ,4175,0.5706 
7830,TP2018081301,93.58 ,32.10 ,4088,0.9416 
7831,TP2018080101,95.71 ,34.53 ,4345,0.0000 
7832,TP2018080201,94.98 ,34.88 ,4252,0.7921 
7833,TP2018080902,96.75 ,31.13 ,3772,40.3503 
7834,TP2018071901,98.15 ,34.67 ,4220,0.3795 
7835,TP2018081303,92.48 ,32.19 ,4748,0.4178 
7836,TP2018081302,93.07 ,32.14 ,4401,0.5803 
7837,TP2018071903,99.02 ,34.08 ,4138,0.1848 
7838,TP2018080503,96.56 ,32.59 ,3929,0.1938 
7839,TP2018080701,96.51 ,32.29 ,3779,2.1569 
7840,TP2018071904,99.04 ,34.02 ,4125,0.1949 
7841,TP2018072401,99.24 ,33.68 ,4137,0.3717 
7842,TP2018081102,94.86 ,31.67 ,4399,2.4952 
7843,TP2018072502,98.04 ,32.64 ,4514,4.2279 
7844,TP2018081502,92.05 ,33.64 ,4696,0.3683 
7845,TP2018080302,95.03 ,34.16 ,4632,0.3697 
7846,TP2018071702,97.62 ,34.57 ,4330,0.1938 
7847,TP2018081002,95.66 ,31.39 ,3967,1.2939 
7848,TP2018072601,98.66 ,32.88 ,3916,2.0370 
7849,TP2018080303,94.89 ,34.27 ,4561,0.5792 
7850,TP2018080401,95.98 ,33.61 ,4161,0.5405 
7851,TP2018072501,98.08 ,32.62 ,4132,0.9747 
7852,TP2018071602,98.51 ,34.78 ,4287,0.0000 
7853,TP2018080403,95.29 ,33.63 ,4535,0.1942 
7854,TP2018080601,97.32 ,32.77 ,4072,0.1984 
7855,TP2018071701,97.77 ,34.54 ,4431,0.0000 
7856,TP2018080703,97.06 ,32.02 ,3552,27.7477 
7857,TP2018071502,99.55 ,35.63 ,3937,0.0000 
7858,TP2018072102,100.40 ,34.12 ,3963,0.5671 
7859,TP2018073001,97.46 ,33.12 ,4105,0.5758 
7860,TP2018081401,92.06 ,31.72 ,4656,0.1242 
7861,TP2018073101,97.18 ,34.23 ,4448,0.0000 
7862,TP2018072402,98.88 ,33.58 ,4397,0.1828 
7863,TP2018080402,96.49 ,33.22 ,4163,0.3670 
7864,TP2018072602,98.72 ,32.85 ,3955,0.3937 
7865,TP2018072603,99.02 ,32.87 ,3976,1.7110 
7866,TP2018072702,98.48 ,33.47 ,4472,0.9766 
7867,TP2018071501,99.92 ,35.83 ,3776,0.0000 
7868,TP2018072803,97.75 ,33.51 ,4242,0.0000 
7869,TP2018071902,98.55 ,34.34 ,4210,0.0000 
7870,TP2018081101,95.35 ,31.51 ,4249,3.4799 
7871,TP2018080103,96.14 ,34.72 ,4579,0.0000 
7872,TP2018071601,99.03 ,35.18 ,4290,0.0000 
7873,TP2018081601,93.53 ,34.16 ,4452,0.1799 
7874,TP2018080702,96.86 ,32.25 ,3693,2.0873 
7875,TP2018080802,98.15 ,31.42 ,3737,0.7260 
7876,TP2018081202,94.49 ,32.41 ,4684,2.2514 
7877,TP2018071802,97.85 ,34.26 ,4709,0.0000 
7878,TP2018080901,97.03 ,31.19 ,3455,12.8000 
7879,TP2018073102,96.82 ,34.41 ,4518,0.5906 
7880,TP2018073002,97.28 ,33.45 ,4303,0.1927 
7881,TP2018072701,98.56 ,33.08 ,4040,0.3817 
7882,TP2018080502,96.13 ,32.96 ,4252,1.5504 
7883,TP2018081203,93.84 ,31.91 ,4111,0.1883 
7884,TP2018080803,98.02 ,31.32 ,4054,10.0760 
7885,TP2018080801,97.72 ,31.81 ,3892,3.8241 
7886,TP2018081503,92.41 ,34.18 ,4614,0.5814 
7887,TP2018081402,91.90 ,31.57 ,4642,0.1912 
7888,TP2018073003,97.03 ,33.76 ,4570,0.1894 
7889,TP2018081602,93.11 ,34.16 ,4546,0.3883 
7890,TP2018080301,95.50 ,33.83 ,4375,0.3623 
7891,Ma_104,109.62 ,42.77 ,1031,12.0748 
7892,Ma_105,109.60 ,42.84 ,1104,25.2144 
7893,Ma_106,109.52 ,42.91 ,1147,12.2263 
7894,Ma_107,109.41 ,43.00 ,1195,9.3352 
7895,Ma_108,109.21 ,43.10 ,1217,14.8897 
7896,Ma_109,109.15 ,43.17 ,1136,23.4875 
7897,Ma_110,109.22 ,43.25 ,1070,15.5125 
7898,Ma_111,109.35 ,43.33 ,1014,14.3418 
7899,Ma_112,109.49 ,43.42 ,1000,46.4088 
7900,Ma_113,109.60 ,43.51 ,979,34.8659 
7901,Ma_114,109.63 ,43.58 ,950,21.5297 
7902,Ma_115,109.63 ,43.67 ,1011,29.8851 
7903,Ma_116,109.61 ,43.75 ,937,8.9506 
7904,Ma_117,109.60 ,43.83 ,887,21.3781 
7905,Ma_118,109.62 ,43.92 ,884,20.6119 
7906,Ma_119,109.64 ,44.00 ,803,17.9537 
7907,Ma_120,109.68 ,44.10 ,773,22.9167 
7908,Ma_121,109.72 ,44.20 ,754,16.1926 
7909,Ma_122,109.77 ,44.28 ,751,21.6667 
7910,Ma_123,109.86 ,44.34 ,782,39.3881 
7911,Ma_124,109.96 ,44.42 ,810,3.4653 
7912,Ma_125,110.06 ,44.52 ,748,25.8621 
7913,Ma_126,110.10 ,44.59 ,774,34.5426 
7914,Ma_127,110.12 ,44.66 ,791,35.9019 
7915,Ma_128,110.13 ,44.75 ,848,26.1111 
7916,Ma_129,110.13 ,44.83 ,889,48.4346 
7917,Ma_130,110.11 ,44.93 ,985,55.7029 
7918,Ma_131,110.04 ,45.00 ,931,45.8407 
7919,Ma_132,109.98 ,45.08 ,917,45.0980 
7920,Ma_133,109.91 ,45.17 ,925,48.9796 
7921,Ma_134,109.81 ,45.25 ,964,53.9519 
7922,Ma_135,109.70 ,45.33 ,991,46.6087 
7923,Ma_136,109.61 ,45.42 ,988,57.2379 
7924,Ma_137,109.55 ,45.50 ,988,56.6914 
7925,Ma_138,109.49 ,45.59 ,1011,52.9984 
7926,Ma_139,109.44 ,45.67 ,1012,40.3846 
7927,Ma_140,109.35 ,45.76 ,1051,66.9477 
7928,Ma_141,109.17 ,45.84 ,1066,50.1852 
7929,Ma_142,109.05 ,45.92 ,1071,78.0165 
7930,Ma_143,108.78 ,46.00 ,1218,61.9651 
7931,Ma_144,108.64 ,46.09 ,1154,74.9571 
7932,Ma_145,108.56 ,46.17 ,1178,76.7606 
7933,Ma_146,108.49 ,46.25 ,1191,60.4800 
7934,Ma_147,108.41 ,46.33 ,1277,26.6871 
7935,Ma_148,108.35 ,46.35 ,1288,55.4593 
7936,Ma_149,108.32 ,46.51 ,1292,43.4470 
7937,Ma_150,108.28 ,46.58 ,1266,65.5378 
7938,Ma_151,108.11 ,46.67 ,1332,61.6794 
7939,Ma_152,107.94 ,46.75 ,1240,85.1536 
7940,Ma_153,107.77 ,46.84 ,1266,84.2832 
7941,Ma_154,107.73 ,46.92 ,1322,84.5455 
7942,Ma_155,107.64 ,47.00 ,1312,82.4859 
7943,Ma_156,107.60 ,47.09 ,1314,85.8779 
7944,Ma_157,107.57 ,47.16 ,1358,80.0712 
7945,Ma_158,107.52 ,47.25 ,1415,81.7321 
7946,Ma_160,107.43 ,47.42 ,1504,76.6839 
7947,Ma_161,107.38 ,47.50 ,1581,78.9981 
7948,Ma_162,107.27 ,47.59 ,1678,46.9496 
7949,Ma_163,107.24 ,47.68 ,1568,68.6475 
7950,Ma_164,107.24 ,47.75 ,1570,52.5305 
7951,Ma_165,107.16 ,47.84 ,1403,71.6049 
7952,Ma_209,105.44 ,47.99 ,1231,80.2083 
7953,Ma_208,104.40 ,48.10 ,1080,59.2593 
7954,Ma_207,104.35 ,48.16 ,1042,62.5874 
7955,Ma_206,104.23 ,48.25 ,1022,75.5134 
7956,Ma_205,104.11 ,48.34 ,1120,42.5034 
7957,Ma_204,103.99 ,48.42 ,1222,47.9592 
7958,Ma_203,103.66 ,48.50 ,1172,74.3243 
7959,Ma_202,103.60 ,48.57 ,1095,33.3333 
7960,Ma_200,103.57 ,48.75 ,1170,52.6423 
7961,Ma_199,103.51 ,48.83 ,1255,53.6542 
7962,Ma_198,103.34 ,48.92 ,1477,72.2936 
7963,Ma_197,102.80 ,49.01 ,1422,73.6434 
7964,Ma_196,102.79 ,49.09 ,1289,68.3112 
7965,Ma_195,102.86 ,49.17 ,1161,57.8154 
7966,Ma_194,102.95 ,49.25 ,1035,54.6263 
7967,Ma_193,102.97 ,49.33 ,944,72.2944 
7968,Ma_192,100.99 ,49.42 ,1197,50.2846 
7969,Ma_191,100.88 ,49.51 ,1333,25.8410 
7970,Ma_190,100.82 ,49.58 ,1516,65.2574 
7971,Ma_189,100.22 ,49.63 ,1338,58.2746 
7972,Ma_166,100.14 ,49.75 ,1566,34.4538 
7973,Ma_167,100.11 ,49.83 ,1840,50.1712 
7974,Ma_168,99.97 ,49.95 ,1560,89.6739 
7975,Ma_169,99.97 ,50.02 ,1677,86.7925 
7976,Ma_170,100.00 ,50.08 ,1614,62.6543 
7977,Ma_171,100.02 ,50.17 ,1588,36.5714 
7978,Ma_172,100.05 ,50.24 ,1599,76.0490 
7979,Ma_173,100.11 ,50.33 ,1646,65.7459 
7980,Ma_174,100.17 ,50.42 ,1711,74.0418 
7981,Ma_175,100.41 ,50.50 ,1672,76.0563 
7982,Ma_176,100.51 ,50.58 ,1685,57.6271 
7983,Ma_177,100.53 ,50.67 ,1687,55.0265 
7984,Ma_178,100.53 ,50.75 ,1669,59.0504 
7985,Ma_179,100.66 ,50.83 ,1914,73.6677 
7986,Ma_180,100.73 ,50.91 ,1873,77.5044 
7987,Ma_181,100.72 ,51.00 ,1766,59.7403 
7988,Ma_182,100.74 ,51.09 ,1681,68.6486 
7989,Ma_183,100.73 ,51.17 ,1670,64.5714 
7990,Ma_184,100.84 ,51.25 ,1758,56.2162 
7991,Ma_185,100.84 ,51.34 ,1758,61.0561 
7992,Ma_186,100.79 ,51.42 ,1689,74.1497 
7993,Ma_187,100.69 ,51.51 ,1696,53.6349 
7994,Ma_188,100.76 ,51.59 ,1842,55.5391 
7995,WangWei_1,110.43 ,41.92 ,1200,5.3667 
7996,WangWei_2,110.51 ,42.11 ,1241,5.6285 
7997,WangWei_3,110.51 ,42.22 ,1167,9.1727 
7998,WangWei_4,107.56 ,42.31 ,1126,1.7857 
7999,WangWei_5,107.28 ,42.27 ,1082,3.7838 
8000,WangWei_6,106.93 ,42.15 ,1030,3.1873 
8001,WangWei_7,106.79 ,42.12 ,978,0.2985 
8002,WangWei_8,106.57 ,42.08 ,921,2.2400 
8003,WangWei_9,106.25 ,41.84 ,1030,4.2386 
8004,WangWei_10,106.44 ,41.64 ,1308,1.8152 
8005,WangWei_11,106.46 ,41.63 ,1336,4.1257 
8006,WangWei_12,106.39 ,41.30 ,1566,2.2177 
8007,WangWei_13,106.49 ,40.74 ,1073,2.5735 
8008,WangWei_14,106.35 ,40.59 ,1098,2.4809 
8009,WangWei_15,106.15 ,40.63 ,1658,0.9488 
8010,WangWei_16,106.04 ,40.69 ,1458,1.1429 
8011,WangWei_17,105.63 ,40.72 ,1320,0.5825 
8012,WangWei_18,105.31 ,40.78 ,1164,1.0135 
8013,WangWei_19,105.05 ,40.80 ,1275,1.7825 
8014,WangWei_20,104.65 ,40.78 ,1322,2.2472 
8015,WangWei_21,104.67 ,40.49 ,1285,1.5957 
8016,WangWei_22,104.57 ,40.59 ,1287,5.4965 
8017,WangWei_23,104.54 ,40.70 ,1280,2.7419 
8018,WangWei_24,104.48 ,40.79 ,1400,1.5110 
8019,WangWei_25,104.26 ,40.67 ,1052,2.6718 
8020,WangWei_26,104.15 ,41.25 ,885,1.9520 
8021,WangWei_27,103.93 ,41.30 ,864,0.6135 
8022,WangWei_28,103.68 ,41.40 ,880,0.2946 
8023,WangWei_29,103.43 ,41.50 ,918,3.4161 
8024,WangWei_30,103.20 ,41.65 ,991,3.2258 
8025,WangWei_31,102.91 ,41.80 ,1041,2.4742 
8026,WangWei_32,102.67 ,41.93 ,1146,1.9017 
8027,WangWei_33,102.37 ,41.97 ,1127,1.2411 
8028,WangWei_34,102.12 ,41.98 ,1001,1.0661 
8029,WangWei_35,101.64 ,42.02 ,927,1.7110 
8030,WangWei_36,101.48 ,42.02 ,922,2.9718 
8031,WangWei_37,101.22 ,42.34 ,911,1.1745 
8032,WangWei_38,100.90 ,41.57 ,984,2.7894 
8033,WangWei_39,100.65 ,41.31 ,1025,1.9608 
8034,WangWei_40,100.32 ,40.91 ,1078,0.5964 
8035,WangWei_41,99.95 ,40.61 ,1060,3.1120 
8036,WangWei_42,99.76 ,40.32 ,1163,1.7986 
8037,WangWei_43,100.04 ,40.18 ,1220,1.0563 
8038,WangWei_44,100.38 ,39.87 ,1336,0.0000 
8039,WangWei_45,100.56 ,39.78 ,1317,0.0000 
8040,WangWei_46,100.57 ,39.68 ,1457,0.4357 
8041,WangWei_47,100.76 ,39.60 ,1521,1.1765 
8042,WangWei_48,100.96 ,39.53 ,1535,1.6393 
8043,WangWei_49,101.06 ,39.37 ,1516,0.5629 
8044,WangWei_50,101.27 ,39.29 ,1466,0.5618 
8045,WangWei_51,101.50 ,39.19 ,1431,4.8626 
8046,WangWei_52,101.90 ,39.31 ,1591,2.6087 
8047,WangWei_53,102.09 ,39.36 ,1561,3.9924 
8048,WangWei_54,102.31 ,39.40 ,1543,1.2195 
8049,WangWei_55,102.59 ,39.41 ,1294,1.3245 
8050,WangWei_56,102.79 ,39.44 ,1250,1.8836 
8051,WangWei_57,103.03 ,39.55 ,1254,1.7986 
8052,WangWei_58,103.22 ,39.73 ,1269,0.5764 
8053,WangWei_59,103.43 ,39.78 ,1338,1.6129 
